Date,Belize,Costa Rica,El Salvador,Guatamala,Hondurus,Mexico,Nigaragua,Panama
1/1/2008,238.538,303.64,379.117,434.74,409.738,304.26,250.787,288.608
1/2/2008,236.262,304.429,381.782,439.227,415.854,305.725,257.276,290.511
1/3/2008,236.262,306.141,385.072,440.453,419.793,309.02,257.277,290.409
1/4/2008,236.262,299.302,385.529,435.461,414.738,312.061,255.375,290.409
1/5/2008,237.903,297.478,377.849,433.31,410.479,313.369,238.267,288.636
1/6/2008,237.903,292.137,375.97,420.836,411.373,314.305,232.403,288.636
1/7/2008,219.034,290.484,376.436,417.4,414.407,315.838,228.705,288.636
1/8/2008,215.455,293.457,385.541,428.187,414.929,319.032,229.082,288.485
1/9/2008,215.455,300.869,387.741,436.817,401.799,320.707,255.743,291.733
1/10/2008,212.274,299.761,390.91,430.846,401.259,322.386,249.657,291.733
1/11/2008,205.752,289.956,387.919,429.2,408.795,325.383,250.841,294.91
1/12/2008,207.321,282.592,382.638,427.78,409.648,326.471,249.035,300.184
1/13/2008,206.507,273.124,380.022,418.826,408.123,324.358,247.132,300.184
1/14/2008,211.288,270.549,381.722,435.921,407.649,325.723,245.197,300.184
1/15/2008,211.288,277.822,384.534,438.353,423.646,327.078,285.189,300.184
1/16/2008,190.634,288.321,387.911,436.093,425.834,326.805,284.791,304.501
1/17/2008,190.634,290.908,391.938,436.669,441.498,328.285,286.097,307.591
1/18/2008,190.111,290.908,394.147,425.793,441.516,328.572,284.271,309.715
1/19/2008,190.45,291.442,395.103,416.573,429.656,327.247,279.135,311.574
1/20/2008,190.45,293.318,393.286,410.628,432.846,325.364,282.876,313.891
1/21/2008,190.45,301.874,395.663,412.117,425.274,325.829,300.75,313.945
1/22/2008,195.318,304.128,397.763,419.833,424.774,325.304,302.148,313.945
1/23/2008,219.098,312.971,398.137,445.606,424.057,322.977,307.954,322.14
1/24/2008,219.098,320.481,399.125,458.251,418.211,323.191,306.094,364.495
1/25/2008,219.098,319.45,404.479,460.522,408.642,323.08,315.427,418.945
1/26/2008,208.313,314.2,407.606,461.349,404.012,322.612,313.495,420.199
1/27/2008,216.587,309.787,407.624,462.465,402.816,320.798,316.359,415.018
1/28/2008,216.587,313.487,416.004,463.482,419.246,321.505,330.336,452.889
1/29/2008,216.587,316.837,417.529,504.898,419.859,322.824,334.193,453.654
1/30/2008,230.753,321.468,422.362,517.333,421.821,323.017,387.942,459.086
1/31/2008,275.913,322.212,423.861,513.33,426.204,324.188,437.403,459.643
2/1/2008,275.913,326.929,426.096,504.388,429.232,324.647,432.016,467.533
2/2/2008,277.783,320.783,428.485,513.231,427.118,324.647,438.452,465.6
2/3/2008,277.783,320.905,428.47,512.595,431.996,323.447,442.878,469.122
2/4/2008,277.783,327.972,432.018,513.931,431.362,321.79,444.654,469.652
2/5/2008,277.783,333.648,433.795,514.715,429.379,323.554,443.038,478.147
2/6/2008,277.783,345.15,436.926,513.343,427.013,324.089,476.866,478.792
2/7/2008,276.958,354.8,434.519,506.227,425.653,323.794,506.186,478.707
2/8/2008,276.958,358.045,438.461,496.733,424.494,324.378,490.783,478.989
2/9/2008,276.958,362.315,435.686,495.376,424.718,323.779,522.349,487.379
2/10/2008,282.514,359.258,436.954,494.931,417.735,322.777,535.516,482.606
2/11/2008,281.638,365.316,438.419,492.362,411.299,322.445,533.18,496.679
2/12/2008,281.638,372.614,452.023,495.222,413.994,322.572,534.973,502.653
2/13/2008,281.889,389.384,459.266,489.757,413.044,323.301,534.226,505.828
2/14/2008,271.157,391.072,464.494,487.274,400.313,323.521,517.787,520.79
2/15/2008,272.082,387.575,462.288,474.782,383.002,322.701,527.814,532.297
2/16/2008,272.753,385.073,458.671,468.281,367.187,321.674,534.691,539.666
2/17/2008,272.753,381.921,458.182,456.471,364.602,319.88,539.891,540.963
2/18/2008,274.213,383.151,459.277,458.018,364.284,319.5,556.401,550.972
2/19/2008,271.326,381.879,463.451,451.408,359.945,320.286,555.53,552.151
2/20/2008,271.519,391.112,472.714,457.984,359.725,320.475,564.186,555.976
2/21/2008,267.332,396.855,474.173,446.236,363.434,320.976,566.106,563.702
2/22/2008,267.402,394.171,477.481,437.448,368.899,321.801,560.737,559.938
2/23/2008,267.402,387.665,477.179,419.956,372.114,323.439,565.184,532.713
2/24/2008,266.309,385.18,474.009,404.684,369.945,322.718,563.761,500.42
2/25/2008,266.566,398.906,475.395,405.289,377.263,322.183,580.199,504.482
2/26/2008,265.3,401.389,487.751,404.02,385.121,322.717,591.454,513.487
2/27/2008,267.62,400.408,488.233,399.223,371.997,323.776,573.029,491.994
2/28/2008,267.62,402.358,496.082,372.116,376.534,324.401,576.2,497.368
2/29/2008,264.678,401.671,507.904,357.831,379.569,324.401,537.536,500.487
3/1/2008,264.678,398.815,507.654,350.108,372.173,323.222,493.242,510.242
3/2/2008,264.678,392.913,508.02,353.207,370.339,322.542,494.062,504.071
3/3/2008,263.545,395.993,513.422,345.913,377.471,321.909,489.305,504.678
3/4/2008,257.314,399.075,518.452,353.509,387.192,321.536,490.553,499.213
3/5/2008,263.559,414.143,517.791,356.801,386.739,322.415,518.064,523.647
3/6/2008,263.559,420.025,519.602,368.754,388.415,324,537.641,535.404
3/7/2008,268.198,416.059,519.698,376.846,391.567,323.82,538.453,538.918
3/8/2008,268.198,403.454,516.197,372.78,394.282,323.204,516.302,544.836
3/9/2008,268.198,397.11,515.443,375.772,397.077,322.643,517.008,549.445
3/10/2008,268.198,395.433,520.939,381.343,401.612,321.824,511.96,546.059
3/11/2008,265.467,413.229,518.615,401.334,405.199,322.031,513.435,543.066
3/12/2008,267.183,423.24,523.514,399.16,408.193,322.77,532.036,533.092
3/13/2008,262.303,422.48,511.635,398.451,403.735,322.259,556.625,530.034
3/14/2008,244.166,427.662,505.045,393.619,411.339,322.664,551.001,530.596
3/15/2008,244.166,421.466,499.718,392.45,415.463,321.519,589.419,524.511
3/16/2008,244.838,417.079,504.307,395.835,415.523,320.175,584.256,512.085
3/17/2008,242.399,422.161,507.005,400.683,415.515,320.175,634.523,520.373
3/18/2008,242.399,420.306,507.165,404.289,414.224,320.38,632.194,520.951
3/19/2008,242.633,419.535,507.433,403.381,415.82,321.733,613.468,517.255
3/20/2008,242.633,416.153,504.484,405.991,416.351,322.277,616.528,517.903
3/21/2008,201.788,404.724,500.053,398.796,417.09,321.382,602.674,514.747
3/22/2008,201.788,396.357,498.385,404.402,413.404,320.358,605.924,516.594
3/23/2008,199.409,390.977,497.418,392.413,407.127,319.871,614.96,521.37
3/24/2008,198.562,398.539,496.995,399.186,409.523,318.937,626.137,525.987
3/25/2008,198.562,405.382,503.13,401.178,411.128,319.051,627.969,558.09
3/26/2008,185.804,403.933,509.076,399.701,409.847,319.895,652.91,578.743
3/27/2008,185.804,406.081,497.663,405.433,417.669,321.156,636.394,599.684
3/28/2008,185.804,405.034,496.449,408.929,428.857,321.65,648.867,622.67
3/29/2008,185.804,399.899,488.476,401.268,427.135,320.451,646.258,624.569
3/30/2008,184.34,397.671,474.334,400.574,423.544,318.93,644.921,623.982
3/31/2008,183.044,410.698,476.566,401.276,429.097,318.123,651.269,631.522
4/1/2008,180.453,411.604,475.802,401.03,437.597,319.875,658.025,633.295
4/2/2008,211.178,413.551,472.936,402.926,438.646,321.222,730.231,646.275
4/3/2008,211.178,419.682,479.062,395.904,433.05,320.587,725.68,661.488
4/4/2008,207.116,401.459,478.673,391.074,445.034,320.81,704.603,663.874
4/5/2008,207.116,397.694,476.227,380.641,446.242,319.945,692.327,654.615
4/6/2008,207.456,394.27,474.541,374.293,445.147,317.511,670.103,653.236
4/7/2008,207.456,408.351,490.445,372.874,461.7,317.14,685.598,667.639
4/8/2008,207.513,411.34,486.666,374.955,474.981,317.699,685.792,664.966
4/9/2008,207.513,412.005,485.105,368.048,480.042,319.004,653.03,690.764
4/10/2008,207.513,400.159,484.809,346.062,482.271,316.907,646.618,749.322
4/11/2008,203.696,388.741,482.141,349.991,481.875,316.684,633.695,790.086
4/12/2008,202.905,386.947,479.266,356.448,483.071,315.552,630.631,791.682
4/13/2008,202.905,373.438,478.172,354.029,478.466,313.788,675.165,791.074
4/14/2008,202.905,375.791,481.81,353.023,481.299,312.887,659.173,819.864
4/15/2008,196.897,393.027,480.318,350.758,484.868,313.46,651.229,838.313
4/16/2008,196.897,392.873,480.633,344.968,487.464,313.596,617.716,875.12
4/17/2008,201.168,405.566,486.043,352.386,487.222,312.234,617.346,886.251
4/18/2008,201.168,412.644,489.206,368.76,485.125,311.225,646.326,916.172
4/19/2008,201.168,418.172,487.034,383.386,485.564,310.128,643.901,929.043
4/20/2008,199.092,420.391,482.149,382.765,490.127,308.88,639.802,932.246
4/21/2008,200.039,450.914,481.298,380.378,497.89,308.696,635.933,996.219
4/22/2008,200.039,456.506,480.713,385.525,508.383,308.98,629.199,1026.31
4/23/2008,206.737,456.913,480.905,378.427,519.788,308.88,615.062,1031.71
4/24/2008,211.69,457.057,477.646,385.066,520.391,307.95,611.907,1003.37
4/25/2008,214.251,457.261,475.947,389.17,522.006,307.077,577.669,1004.89
4/26/2008,214.251,453.832,476.341,385.779,509.468,305.418,574.194,983.316
4/27/2008,216,456.65,476.152,384.537,500.715,303.882,573.248,967.14
4/28/2008,216,460.443,475.999,390.036,503.536,304.514,568.467,1001.32
4/29/2008,207.386,464.714,481.321,387.362,503.736,306.188,576.533,1035.21
4/30/2008,207.386,459.683,481.092,388.192,506.242,306.145,575.671,1039.52
5/1/2008,207.386,458.626,479.664,387.135,494.519,303.873,573.885,1041.57
5/2/2008,207.386,457.268,476.782,395.54,497.03,303.278,522.34,1048.59
5/3/2008,209.404,445.779,468.236,402.8,495.426,302.669,519.729,1039.91
5/4/2008,209.404,444.401,469.999,403.163,489.365,300.825,516.173,1019.84
5/5/2008,209.404,448.635,471.986,403.834,492.943,298.81,504.304,1032.2
5/6/2008,209.404,455.173,478.442,406.487,499.235,300.829,500.409,1055.8
5/7/2008,204.414,450.006,467.869,413.133,503.132,300.115,486.918,1049.5
5/8/2008,204.414,454.432,468.564,417.028,509.166,299.803,483.238,1075.01
5/9/2008,201.284,464.738,464.78,420.597,511.065,299.241,478.21,1061.91
5/10/2008,201.299,472.389,466.394,421.039,514.409,299.897,473.094,1021.01
5/11/2008,201.299,469.064,462.403,411.728,526.186,298.745,468.024,979.539
5/12/2008,201.299,470.635,464.4,400.513,545.268,300.042,457.597,1016.54
5/13/2008,201.299,469.836,466.763,401.265,550.786,301.428,446.936,1038.12
5/14/2008,201.299,478.693,464.333,407.298,551.875,301.788,446.936,1011.9
5/15/2008,203.38,471.666,476.373,409.483,550.116,301.677,422.052,1004.97
5/16/2008,203.38,465.373,478.53,416.555,555.96,303.035,440.093,985.274
5/17/2008,204.556,457.16,471.31,420.994,560.163,303.304,417.586,983.87
5/18/2008,204.556,448.063,467.024,405.374,563.617,302.599,411.689,966.484
5/19/2008,204.556,443.676,478.79,392.218,569.703,304.385,388.915,981.02
5/20/2008,204.556,447.304,500.2,392.016,573.448,306.129,396.648,978.36
5/21/2008,204.556,429.732,510.692,394.237,581.704,307.876,419.441,913.812
5/22/2008,204.556,431.04,508.314,392.069,573.479,308.551,428.779,874.425
5/23/2008,204.556,431.527,510.531,406.645,563.305,308.998,460.532,883.469
5/24/2008,204.556,428.161,507.396,395.92,567.059,308.694,471.26,878.228
5/25/2008,204.488,423.758,501.961,390.697,567.766,307.717,470.785,854.294
5/26/2008,199.397,429.045,501.372,398.549,570.228,308.837,473.566,865.966
5/27/2008,199.397,428.797,500.438,400.83,582.917,310.313,474.613,878.079
5/28/2008,198.797,425.123,501.636,402.591,580.748,310.997,486.383,872.318
5/29/2008,196.974,424.023,494.731,404.229,584.616,310.484,504.54,850.505
5/30/2008,203.82,423.464,492.487,405.95,581.038,310.732,495.151,860.459
5/31/2008,203.82,425.85,497.066,407.105,585.004,311.118,494.801,861.869
6/1/2008,209.367,423.979,498.662,400.038,576.774,309.569,497.322,852.282
6/2/2008,209.367,429.475,500.372,400.769,575.064,310.585,514.321,856.768
6/3/2008,209.954,435.139,509.497,405.726,571.202,311.343,511.874,881.744
6/4/2008,210.237,429.976,504.097,400.803,578.924,314.057,537.672,863.957
6/5/2008,210.237,428.524,497.587,399.075,574.727,314.056,586.097,854.659
6/6/2008,211.83,432.335,497.803,397.183,552.307,315.162,606.82,869.21
6/7/2008,211.83,423.884,495.173,397.072,533.128,313.991,598.933,858.146
6/8/2008,211.83,416.367,512.595,395.802,527.386,312.702,604.009,856.06
6/9/2008,211.83,407.709,510.735,394.728,532.86,312.327,624.239,865.517
6/10/2008,196.736,425.855,510.582,403.282,533.868,312.931,627.919,898.773
6/11/2008,197.054,428.109,513.847,414.279,521.968,311.919,622.683,884.987
6/12/2008,197.054,437.719,512.501,415.125,519.165,311.726,618.402,874.265
6/13/2008,197.723,432.677,523.284,423.72,513.135,312.255,598.467,868.797
6/14/2008,198.895,428.412,511.099,422.237,512.987,312.331,618.5,867.28
6/15/2008,201.559,427.87,506.707,417.57,505.667,310.235,608.834,843.503
6/16/2008,201.832,438.191,516.949,406.001,507.926,310.955,631.768,853.145
6/17/2008,210.792,441.472,515.098,416.257,514.149,311.721,647.096,854.668
6/18/2008,207.732,446.599,509.405,425.168,505.607,310.713,650.529,831.712
6/19/2008,207.732,442.66,509.132,424.031,505.295,311.117,644.014,830.971
6/20/2008,208.115,444.183,504.563,426.091,505.816,311.17,623.151,835.133
6/21/2008,208.115,440.952,511.989,422.149,502.703,309.492,617.409,843.174
6/22/2008,209.781,432.776,512.229,413.03,501.113,306.797,579.205,833.615
6/23/2008,203.965,433.953,523.96,415.238,496.963,306.509,566.084,864.336
6/24/2008,203.965,433.214,524.633,425.147,501.089,307.772,572.381,879.943
6/25/2008,203.965,432.941,523.067,419.01,504.097,307.189,573.582,890.545
6/26/2008,197.825,442.937,519.025,416.906,500.996,306.804,580.016,880.563
6/27/2008,200.473,446.296,511.946,410.575,505.272,307.532,557.617,860.011
6/28/2008,200.473,444.154,494.005,417.288,504.199,307.085,535.155,853.362
6/29/2008,200.473,443.417,482.585,416.101,507.087,306.951,526.95,828.544
6/30/2008,200.473,449.479,478.756,414.689,511.074,308.652,535.514,835.099
7/1/2008,200.473,447.992,477.58,421.562,515.684,309.983,570.599,840.216
7/2/2008,201.248,446.926,476.348,430.144,524.845,309.621,553.881,876.65
7/3/2008,201.248,447.468,471.787,431.069,531.864,309.763,547.806,857.08
7/4/2008,201.248,450.956,474.427,440.085,526.382,309.214,518.613,876.801
7/5/2008,208.216,448.042,469.979,450.38,532.912,308.7,477.757,866.072
7/6/2008,208.216,441.794,468.169,450.136,534.744,307.319,464.147,840.909
7/7/2008,202.805,445.123,470.947,452.186,540.713,307.54,468.62,852.848
7/8/2008,202.805,443.713,463.988,458.637,543.214,305.184,463.842,846.857
7/9/2008,202.805,447.011,463.658,458.864,541.935,305.217,462.995,835.083
7/10/2008,214.65,440.648,465.327,455.565,531.793,305.175,469.345,815.039
7/11/2008,214.65,436.755,463.377,453.185,525.226,304.564,491.63,800.932
7/12/2008,214.65,430.51,463.514,453.49,520.239,303.583,482.575,797.692
7/13/2008,213.413,427.234,457.898,440.665,520.785,301.397,485.546,794.907
7/14/2008,221.835,433.48,462.451,442.359,518.977,298.962,483.688,795.182
7/15/2008,221.835,436.134,469.225,448.781,519.061,297.259,481.413,808.591
7/16/2008,222.09,431.131,463.723,462.978,520.899,297.508,470.421,797.521
7/17/2008,218.583,436.894,463.637,492.485,516.566,298.111,468.976,788.799
7/18/2008,218.583,434.427,466.708,487.606,518.296,298.822,466.563,798.693
7/19/2008,218.167,432.34,456.483,489.74,512.82,297.953,467.089,796.733
7/20/2008,218.167,425.959,454.428,487.119,503.445,295.965,458.762,786.445
7/21/2008,218.633,422.028,451.972,491.445,507.413,297.684,464.207,806.397
7/22/2008,218.633,430.658,453.299,501.253,514.163,299.83,470.225,830.785
7/23/2008,216.979,423.817,452.44,504.22,524.582,301.229,476.842,821.059
7/24/2008,217.256,420.832,449.199,501.872,526.508,301.685,471.941,819.54
7/25/2008,217.256,423.605,450.096,505.285,529.293,302.864,503.911,798.085
7/26/2008,217.256,411.55,454.418,505.602,521.49,301.981,511.922,796.19
7/27/2008,208.564,413.907,455.577,507.682,518.624,299.794,516.645,784.707
7/28/2008,208.564,412.139,464.332,511.873,517.602,299.939,521.076,783.797
7/29/2008,208.564,417.187,474.929,532.049,514.027,300.616,529.258,788.924
7/30/2008,208.564,425.453,479.143,543.156,507.722,299.762,544.006,794.142
7/31/2008,207.355,436.147,480.338,544.156,513.101,299.713,510.811,793.367
8/1/2008,205.464,455.947,486.304,538.371,505.505,299.723,507.335,750.653
8/2/2008,205.464,448.938,485.805,536.77,501.568,299.723,510.169,746.904
8/3/2008,204.832,444.917,483.77,530.535,498.773,299.723,516.561,730.329
8/4/2008,221.911,486.122,490.45,526.462,497.412,300.199,526.317,729.309
8/5/2008,216.405,495.822,491.336,531.353,510.615,301.376,554.764,734.746
8/6/2008,222.613,507.93,489.089,528.82,517.843,302.548,567.888,716.993
8/7/2008,224.39,540.355,488.409,523.835,516.6,304.183,613.714,729.07
8/8/2008,224.39,535.102,496.95,530.623,527.745,306.379,605.784,745.214
8/9/2008,254.607,535.516,496.256,524.338,530.614,309.905,606.431,736.13
8/10/2008,254.607,531.954,495.859,515.861,532.059,310.07,589.648,733.021
8/11/2008,251.608,554.163,495.676,517.748,538.098,311.114,586.563,734.141
8/12/2008,250.617,553.612,498.71,524.133,535.572,311.439,599.603,743.342
8/13/2008,243.186,592.072,503.347,527.851,536.825,311.59,586.115,742.193
8/14/2008,242.47,633.613,504.416,523.796,536.857,313.267,586.115,740.484
8/15/2008,243.455,632.306,505.432,514.036,540.699,316.866,595.847,741.525
8/16/2008,240.009,632.215,505.459,472.172,543.694,320.092,598.804,754.593
8/17/2008,238.947,629.736,499.197,466.194,542.779,319.569,590.415,741.811
8/18/2008,241.439,675.985,503.207,473.7,546.619,319.454,590.415,744.038
8/19/2008,232.739,683.523,506.29,479.564,545.828,319.577,590.415,754.197
8/20/2008,262.074,682.36,508.291,484.746,546.155,320.975,596.208,734.3
8/21/2008,259.94,687.119,507.627,479.342,550.744,322.044,596.208,718.808
8/22/2008,265.34,747.622,502.267,478.737,542.094,322.121,596.208,704.27
8/23/2008,265.34,769.979,506.118,470.732,538.656,321.709,596.208,689.458
8/24/2008,265.34,764.484,508.67,463.703,533.209,320.668,598.322,686.427
8/25/2008,268.181,780.668,505.621,471.111,543.631,319.278,603.761,692.092
8/26/2008,267.124,857.181,508.893,475.174,541.778,318.277,618.572,711.487
8/27/2008,257.323,860.546,510.618,464.957,539.567,319.685,635.46,709.884
8/28/2008,257.323,869.706,505.22,445.456,535.05,320.648,632.796,712.109
8/29/2008,257.323,876.745,507.087,444.316,536.773,321.345,646.24,697.174
8/30/2008,254.472,870.926,506.308,436.769,526.781,320.461,646.24,691.003
8/31/2008,254.472,853.069,499.916,426.702,524.968,320.003,607.901,688.107
9/1/2008,254.472,880.534,498.251,426.958,540.645,320.758,607.901,692.819
9/2/2008,254.472,890.504,497.978,434.488,543.734,321.318,603.062,699.738
9/3/2008,254.472,881.834,493.04,429.202,549.785,321.322,607.035,706.998
9/4/2008,254.472,866.453,497.543,429.138,542.155,321.208,607.035,712.139
9/5/2008,254.472,863.36,499.575,421.64,526.769,320.762,616.26,714.896
9/6/2008,254.472,874.451,496.233,418.184,524.696,319.868,617.206,703.11
9/7/2008,254.472,876.066,489.634,413.671,504.716,318.035,590.094,682.791
9/8/2008,254.472,875.844,489.19,417.244,499.478,317.745,595.895,686.384
9/9/2008,254.472,894.769,490.814,423.916,502.624,318.718,614.668,692.349
9/10/2008,254.472,888.281,490.342,420.172,500.623,318.236,614.668,705.332
9/11/2008,258.548,898.867,484.647,420.022,505.789,320.62,640.722,718.043
9/12/2008,267.107,887.511,475.753,414.708,513.147,321.707,640.234,725.53
9/13/2008,269.237,864.546,466.33,409.605,519.656,321.514,637.528,754.769
9/14/2008,269.237,868.53,464.229,407.078,512.376,320.238,600.718,749.54
9/15/2008,269.237,868.365,464.719,419.697,508.459,321.805,590.209,753.315
9/16/2008,269.237,910.731,466.552,419.087,518.843,322.714,590.209,767.456
9/17/2008,272.317,900.493,463.982,410.345,513.193,322.757,590.209,765.974
9/18/2008,272.317,905.081,471.222,404.792,523.942,322.728,548.894,770.618
9/19/2008,279.797,941.205,470.252,407.24,533.642,322.772,566.546,776.498
9/20/2008,279.903,947.427,467.47,397.843,517.54,322.206,576.981,767.188
9/21/2008,279.903,911.098,465.536,390.769,517.086,321.327,576.372,759.846
9/22/2008,282.845,938.735,467.099,392.664,528.51,322.702,638.279,764.652
9/23/2008,282.845,966.51,466.65,390.769,534.138,324.017,617.785,779.465
9/24/2008,284.613,965.569,465.028,378.657,536.455,325.786,658.067,785.06
9/25/2008,284.613,904.748,464.531,375.093,536.164,325.693,653.435,776.484
9/26/2008,308.238,907.683,463.44,378.324,537.319,326.414,665.246,778.532
9/27/2008,297.134,907.06,472.179,380.871,539.749,326.235,657.044,777.866
9/28/2008,297.134,891.885,472.263,373.626,539.671,325.186,659.218,787.967
9/29/2008,297.134,917.382,475.602,376.597,561.154,326.068,667.773,808.95
9/30/2008,305.304,972.605,478.054,383.82,575.254,327.315,656.73,830.322
10/1/2008,302.501,967.567,475.741,384.663,569.339,326.015,626.438,828.879
10/2/2008,300.29,955.43,483.053,384.943,570.76,327.028,613.328,825.426
10/3/2008,300.29,958.124,483.608,383.301,564.168,328.309,631.129,829.978
10/4/2008,300.29,970.59,481.779,377.287,557.418,328.378,627.011,824.728
10/5/2008,300.29,973.071,478.058,375.925,557.204,328.052,620.883,816.751
10/6/2008,300.29,972.589,478.135,384.587,548.713,329.98,616.364,828.2
10/7/2008,300.29,1001.97,477.311,392.09,557.552,332.298,668.299,843.401
10/8/2008,262.839,1031.78,499.17,389.378,577.36,334.807,694.493,845.027
10/9/2008,262.839,1064.08,498.685,388.566,577.929,335.896,722.291,853.698
10/10/2008,262.839,1108.04,500.884,387.087,577.681,337.458,723.038,840.023
10/11/2008,262.839,1103.25,501.157,381.24,578.97,336.81,706.286,830.377
10/12/2008,262.839,1096.29,498.923,383.255,570.81,336.568,703.402,815.446
10/13/2008,262.839,1099.13,500.697,382.423,572.502,336.844,687.277,781.343
10/14/2008,262.712,1101.83,500.273,390.6,574.486,338.107,666.301,787.631
10/15/2008,264.352,1133.31,504.811,382.814,575.455,338.778,670.179,774.263
10/16/2008,268.612,1105.18,505.386,385.809,571.638,340.065,677.92,766.484
10/17/2008,274.209,1119.54,508.061,389.592,574.95,341.664,655.321,770.836
10/18/2008,275.606,1111.4,498.822,388.358,563.103,340.708,622.346,771.804
10/19/2008,275.606,1087.01,496.72,380.925,551.112,339.652,614.661,762.957
10/20/2008,275.606,1100.95,503.192,381.897,555.97,342.238,601.533,812.848
10/21/2008,276.626,1100.35,503.256,387.281,559.912,344.978,592.801,823.952
10/22/2008,276.626,1070.95,506.818,388.004,547.328,346.366,577.065,845.131
10/23/2008,276.626,1059.27,508.058,389.957,543.47,348.603,578.731,839.111
10/24/2008,276.626,1079.81,507.054,399.745,536.8,350.198,618.113,831.549
10/25/2008,276.626,1085.37,504.848,399.17,532.471,352.703,612.499,829.288
10/26/2008,309.227,1093.45,502.28,395.156,529.935,352.291,606.586,823.963
10/27/2008,309.227,1106.25,501.477,400.077,526.336,354.099,611.535,818.189
10/28/2008,309.227,1119.11,512.346,402.953,528.014,356.539,605.552,812.929
10/29/2008,309.227,1099.3,518.382,406.154,515.357,357.929,592.076,797.322
10/30/2008,309.227,1053.26,519.082,402.469,504.905,358.484,606.981,779.416
10/31/2008,309.227,1040.91,519.884,399.778,496.226,361.122,592.762,774.425
11/1/2008,310.917,1050.39,509.298,392.184,489.658,360.08,585.717,773.31
11/2/2008,310.917,1041.63,508.278,391.387,483.93,358.868,579.882,757.567
11/3/2008,312.839,1045.03,504.645,394.913,490.012,359.594,573.896,750.776
11/4/2008,285.951,1045.94,510.339,403.84,493.06,361.075,561.773,745.152
11/5/2008,285.951,1021.43,517.961,394.879,502.334,360.607,552.613,725.618
11/6/2008,285.951,1001.97,522.751,391.423,500.189,360.935,526.722,708.15
11/7/2008,285.951,965.334,505.818,396.402,486.195,361.513,498.631,699.472
11/8/2008,342.892,915.049,504.837,390.744,482.146,360.638,469.877,680.407
11/9/2008,342.892,864.481,503.483,391.757,475.015,358.408,455.747,668.428
11/10/2008,342.892,864.328,505.559,399.407,475.047,359.571,460.437,655.486
11/11/2008,342.892,855.625,508.515,403.216,476.248,361.781,457.145,659.669
11/12/2008,342.892,834.695,508.459,409.096,468.748,363.212,451.223,659.597
11/13/2008,356.966,827.729,515.282,399.778,466.167,363.741,454.086,655.037
11/14/2008,356.966,786.677,513.162,399.18,463.717,364.017,446.66,652.548
11/15/2008,356.966,780.36,518.343,392.084,456.865,362.576,425.432,642.485
11/16/2008,356.966,730.381,519.081,386.814,454.504,361.074,429.948,632.205
11/17/2008,356.966,738.366,521.51,387.919,459.233,362.152,439.269,622.535
11/18/2008,356.966,743.351,529.623,389.659,468.338,363.959,444.181,620.641
11/19/2008,358.642,714.586,528.348,390.867,469.406,363.315,444.675,574.245
11/20/2008,358.642,718.882,530.98,390.57,463.865,362.507,456.685,565.579
11/21/2008,358.642,709.804,529.703,399.334,467.249,361.351,451.205,543.951
11/22/2008,382.259,695.137,530.185,395.227,470.468,358.198,436.902,533.671
11/23/2008,388.281,650.778,529.609,391.017,464.532,355.156,380.957,525.232
11/24/2008,388.281,639.746,533.387,397.027,470.106,352.508,383.333,518.682
11/25/2008,385.664,636.794,534.366,397.613,481.863,351.997,393.049,519.573
11/26/2008,392.127,610.57,535.382,393.952,491.384,351.978,381.764,520.96
11/27/2008,384.221,594.907,528.546,396.835,492.119,350.99,382.539,523.152
11/28/2008,384.221,590.934,524.352,396.619,488.224,350.994,395.2,521.435
11/29/2008,386.979,578.891,530.501,390.999,488.898,350.715,374.959,519.22
11/30/2008,387.312,578,535.349,389.232,489.175,348.7,376.52,512.947
12/1/2008,387.312,572.382,554.054,394.889,491.957,349.5,373.031,509.916
12/2/2008,387.312,574.178,568.695,393.529,493.157,350.598,373.422,513.659
12/3/2008,387.312,569.082,576.9,388.119,497.794,351.377,377.137,514.253
12/4/2008,387.312,565.886,574.449,380.92,495.034,351.206,379.504,515.228
12/5/2008,384.732,562.855,569.227,382.54,495.105,352.236,381.36,519.703
12/6/2008,380.008,547.242,564.376,376.821,488.743,351.944,372.725,516.221
12/7/2008,380.418,547.06,559.888,371.477,483.034,350.766,379.223,511.695
12/8/2008,383.73,553.541,570.271,369.32,481.604,353.377,386.292,512.082
12/9/2008,363,555.142,573.252,372.028,485.567,357.107,385.553,512.536
12/10/2008,363,547.285,584.003,371.625,488.61,358.146,381.494,515.635
12/11/2008,358.661,559.337,590.874,365.369,488.23,358.637,387.864,514.193
12/12/2008,359.38,563.768,590.177,363.785,491.365,360.073,391.911,513.48
12/13/2008,359.357,556.448,583.052,360.616,489.773,360.891,388.577,509.15
12/14/2008,361.557,546.575,580.47,360.477,486.993,359.847,387.556,501.148
12/15/2008,361.557,542.268,575.559,363.159,496.208,361.917,399.066,504.196
12/16/2008,363.968,554.648,572.439,365.192,499.467,363.517,400.334,511.728
12/17/2008,360.225,556.367,569.589,367.952,498.803,366.086,386.507,506.791
12/18/2008,357.958,550.407,562.131,366.072,495.968,366.024,370.891,505.279
12/19/2008,361.819,553.752,564.281,365.394,496.139,366.749,364.273,504.05
12/20/2008,359.434,534.234,564.257,360.092,494.795,367.334,347.303,498.381
12/21/2008,359.025,526.763,563.739,348.433,491.65,367.645,348.18,493.647
